era;generation;difficultyMode;temp;wet;windStrength;eatPredator;eatHerbivore;agentIndex;score;hp;stamina;speed;tempResist;wetResist;fatSave;eatNeed;speedN;staminaN;hpLoseN;eatN;abilitiesBonus;hpPenalty;eatPenalty
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;17;35,67919;100;17,15576;4,638031;-14,18811;80,11975;0,2525329;2,434225;0,9276063;0,857788;0;0;35,54461;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;18;42,43958;100;19,45188;4,486223;-52,15742;94,2683;0,6078741;4,36312;0,8972446;0,972594;0;0;42,08439;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;19;35,69756;100;18,28901;4,340592;-15,11783;56,90821;0,6049992;3,68693;0,8681185;0,9144505;0;0;35,34433;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;20;14,7839;100;10,85052;3,997522;4,073956;84,09879;0,2611012;3,35849;0,7995043;0,5425262;0;0;14,64444;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;21;6,837592;100;11,42528;1,71735;17,14713;85,42767;0,9487652;4,958679;0,3434701;0,5712638;0;0;6,23057;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;22;9,797875;100;5,71209;4,241075;20,13816;34,71488;0,8691775;5,665638;0,8482149;0,2856045;0;0;9,656574;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;23;5,813677;100;12,05863;1,353091;12,71978;21,06284;0,1460178;4,638681;0,2706182;0,6029316;0;0;5,737936;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;24;10,72436;100;8,488438;3,675652;34,27571;70,89725;0,8865443;4,107433;0,7351304;0,4244219;0;0;10,16657;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;25;9,147586;100;16,34977;1,326973;6,931694;47,52776;0,7101754;3,605845;0,2653947;0,8174883;0;0;8,72128;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;26;5,216712;100;7,156577;2,32654;-54,37252;83,85472;0,05737102;3,298926;0,4653079;0,3578288;0;0;5,187612;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;27;2,603483;100;2,240456;1,765505;-29,07001;97,61066;0,5048072;5,707834;0,353101;0,1120228;0;0,8154049;2,535137;1;5,108009
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;28;6,457801;100;6,103958;2,937769;-54,72792;94,14717;0,8045464;2,548171;0,5875539;0,3051979;0;0;5,962581;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;29;32,676;100;16,21959;4,652336;84,03473;57,86341;0,2305958;3,688204;0,9304672;0,8109797;0;0;32,55379;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;30;4,986526;100;8,154172;1,928682;-54,33508;89,00594;0,4032984;5,50611;0,3857363;0,4077086;0;0;4,888521;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;31;12,58513;100;9,762699;3,868137;58,11674;36,83339;0,3199688;5,302531;0,7736274;0,488135;0;0;12,47248;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;32;3,857167;100;2,143409;2,76718;38,10376;51,55091;0,554723;5,596096;0,553436;0,1071704;0;0;3,747965;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;33;6,61121;100;10,36773;2,091611;-17,48847;53,5147;0,1918983;2,057846;0,4183222;0,5183865;0;0;6,510507;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;34;3,715654;100;10,30942;0,6555595;98,64896;22,47259;0,137836;2,661303;0,1311119;0,515471;0;0;3,644305;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;35;5,639355;100;11,04468;1,516587;1,464832;53,30634;0,1984144;2,194976;0,3033174;0,5522338;0;0;5,53506;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;36;2,914814;100;8,188304;0,6006456;-48,84651;92,85968;0,09145558;5,300605;0,1201291;0,4094152;0;0;2,883742;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;37;9,593063;100;14,58487;1,894549;77,22337;21,10045;0,7008562;3,083815;0,3789098;0,7292435;0;0;9,173388;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;38;4,957799;100;5,11565;2,602057;90,97225;66,95785;0,4222478;3,425747;0,5204114;0,2557825;0;0;4,722733;1;0
0;0;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;39;11,40085;100;6,755474;4,257558;-4,430531;62,86882;0,9541876;2,922348;0,8515117;0,3377737;0;0;10,78947;1;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;0;128,3159;-2340652;19,51901;4,758061;80,49197;22,59717;0,3087805;4,642386;0,9516122;0,9759505;1;0;47,23454;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;1;123,354;-163743;19,45188;4,486223;-52,15742;94,2683;0,6078741;4,36312;0,8972446;0,972594;1;0;42,08439;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;2;117,4734;1,461113;18,28901;4,340592;-15,11783;56,90821;0,6049992;3,68693;0,8681185;0,9144505;0,9853889;0;35,34433;19,22414;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;3;116,5937;-1258,019;17,15576;4,638031;-14,18811;80,11975;0,2525329;2,434225;0,9276063;0,857788;1;0;35,54461;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;4;113,5905;-4753945;16,21959;4,652336;84,03473;57,86341;0,2305958;3,688204;0,9304672;0,8109797;1;0;32,55379;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;5;92,69349;-750245,1;6,605232;4,442652;-60;100;0,6767325;5,118799;0,8885304;0,3302616;1;0;11,44535;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;6;90,67554;-10001,17;6,143823;4,118418;53,26329;47,62987;0,521064;5,396104;0,8236836;0,3071911;1;0;9,59987;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;7;101,1517;-1,135389E+07;19,98002;2,485256;88,38236;91,24635;0,5395331;2,179018;0,4970512;0,9990008;1;0;19,92757;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;8;118,8347;3,909119;18,28901;4,340592;-14,97368;56,90821;0,6049992;3,68693;0,8681185;0,9144505;0,9609088;0;35,34433;17,86291;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;9;91,97405;-50,45943;12,08974;2,883831;8,474495;69,34645;0,7321419;4,794298;0,5767663;0,6044869;1;0;10,61753;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;10;91,63882;-329,8896;8,488438;3,675652;34,27571;70,89725;0,8865443;4,107433;0,7351304;0,4244219;1;0;10,16657;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;11;95,69836;-2753,017;10,85052;3,997522;4,073956;84,09879;0,2611012;3,35849;0,7995043;0,5425262;1;0;14,64444;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;12;89,8268;-26564,07;6,513972;3,808295;58,11674;36,83339;0,3199688;5,302531;0,761659;0,3256986;1;0;8,79968;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;13;104,821;-19647,65;15,71888;3,969434;-42,25882;20;0,5912327;2,901339;0,7938868;0,7859441;1;0;23,56263;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;14;109,0045;-373,7283;13,36283;4,965015;-23,22199;26,12325;0,6242082;2,909617;0,993003;0,6681417;1;0;27,72375;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;15;131,754;-14512,31;20;4,812976;-38,91696;86,44372;0,3256576;3,25503;0,9625953;1;1;0;50,66273;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;16;118,628;-105084;17,21116;4,763519;-50,6545;57,18579;0,2472757;2,882584;0,9527038;0,8605579;1;0;37,58194;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;17;90,09138;-1,847279E+07;20;0,5;90,82126;21,62188;0,2828393;4,283817;0,1;1;1;0;9,025014;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;18;125,425;-6961368;20;4,48461;85,94163;20;0,160722;4,661852;0,896922;1;1;0;44,42685;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;19;87,07858;-107901,6;9,621509;2,028445;65,0947;73,84968;0,4819814;4,241183;0,4056889;0,4810754;1;0;5,891606;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;20;87,59055;-54102,05;13,29965;1,292939;61,56665;79,11041;0,5769991;2,231244;0,2585878;0,6649827;1;0;6,341664;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;21;86,90035;-1144,843;15,42534;0,5;-8,853525;79,85536;0,4844662;2;0,1;0,7712668;1;0;5,711797;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;22;151,3114;88,10529;19,38831;5;-4,643621;45,59996;0,6465492;4,278354;1;0,9694155;0,1189471;0;51,35852;1,428809;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;23;101,0844;-44,94598;12,2972;4,416743;-12,55819;67,0014;0,2903995;3,583034;0,8833486;0,6148599;1;0;20,0137;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;24;92,11574;-50,45943;12,08974;2,916973;8,474495;69,34645;0,7321419;4,794298;0,5833945;0,6044869;1;0;10,75922;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;25;89,15184;-34,90543;16,12312;1,107044;15,52746;20;0,7146952;2,952459;0,2214088;0,8061559;1;0;7,807847;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;26;88,64507;-159,222;14,65414;1,308853;-20,59242;47,10722;0,7051285;3,782377;0,2617705;0,7327068;1;0;7,30789;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;27;108,0957;61,29472;6,058867;4,218272;0,2799039;62,06147;0,6482362;3,007326;0,8436545;0,3029434;0,3870528;0;9,906546;3,19363;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;28;129,6493;70,62565;16,96368;4,296376;0,1826372;60,48244;1;2,969748;0,8592752;0,8481838;0,2937435;0;30,41445;2,413868;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;29;92,98991;4,112396;7,781108;3,679632;13,55972;66,94621;0,4571767;3,621585;0,7359264;0,3890554;0,958876;0;9,48739;17,7543;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;30;89,33772;-51,28877;6,089361;3,723014;27,46647;66,9986;0,4815652;3,361739;0,7446028;0,3044681;1;0;8,151009;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;31;102,5294;-453,5793;10,44817;5;-1,333236;75,85376;0,9509605;4,325403;1;0,5224084;1;0;21,00619;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;32;102,6834;46,37464;11,06707;1,743218;18,31162;63,2793;0,9476502;4,408226;0,3486437;0,5533533;0,5362536;0;6,073858;4,996615;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;33;109,6919;93,03044;5,52942;4,285662;15,39716;47,19948;0,8192118;5,382196;0,8571323;0,276471;0,06969558;0;9,652401;1,232552;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;34;98,65971;-760,5898;11,25455;4,320878;-6,199924;78,02465;0,6608311;3,399417;0,8641756;0,5627273;1;0;17,3537;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;35;91,81729;-4034,758;5;4,694516;48,73059;64,40201;0,4590303;6;0,9389032;0,25;1;0,8571429;10,78123;20,08554;5,552708
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;36;108,621;84,45182;5;4,149954;-2,335213;33,41042;0,8691774;2,991045;0,8299907;0,25;0,1554818;0;8,670978;1,594317;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;37;98,72163;-213,9288;12,94564;3,910554;-21,24774;29,24477;0,6250138;2,679621;0,7821108;0,6472818;1;0;17,44033;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;38;98,77655;-89300,73;14,03318;3,619924;62,46431;95,11156;0,8791206;2,732717;0,7239848;0,7016591;1;0;17,31006;20,08554;0
0;1;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;39;121,2118;-1,15821E+08;17,89064;4,75772;100;20;0,3075023;4,566339;0,951544;0,8945322;1;0;40,13114;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;0;151,3114;88,10529;19,38831;5;-4,643621;45,59996;0,6465492;4,278354;1;0,9694155;0,1189471;0;51,35852;1,428809;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;1;131,754;-14512,31;20;4,812976;-38,91696;86,44372;0,3256576;3,25503;0,9625953;1;1;0;50,66273;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;2;129,6493;70,62565;16,96368;4,296376;0,1826372;60,48244;1;2,969748;0,8592752;0,8481838;0,2937435;0;30,41445;2,413868;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;3;128,3159;-2340652;19,51901;4,758061;80,49197;22,59717;0,3087805;4,642386;0,9516122;0,9759505;1;0;47,23454;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;4;125,425;-6961368;20;4,48461;85,94163;20;0,160722;4,661852;0,896922;1;1;0;44,42685;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;5;119,2951;-5625,053;17,90759;4,64036;-35,90842;71,20031;0,04922082;2;0,928072;0,8953797;1;0;38,35571;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;6;128,8148;-2444,838;20;4,660618;-6,545999;83,49992;0,4188103;2;0,9321235;1;1;0;47,66737;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;7;90,21116;-486,9888;8,397804;3,366356;-4,107206;76,11461;0,664756;3,230774;0,6732712;0,4198902;1;0;8,902416;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;8;93,36066;-502,9686;5;5;-23,6749;20,13944;0,4680893;3,278069;1;0,25;1;0;12,18249;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;9;86,71925;-107901,6;9,62151;1,871119;65,0947;73,84969;0,4819814;4,241183;0,3742239;0,4810755;1;0;5,532273;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;10;87,07858;-107901,6;9,621509;2,028445;65,0947;73,84969;0,4819814;4,241183;0,4056889;0,4810754;1;0;5,891606;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;11;90,72522;-14,66459;8,173253;3,612046;-9,009136;66,78008;0,3764456;3,839602;0,7224092;0,4086626;1;0;9,603656;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;12;97,66693;-534361,4;11,81654;4,056956;-58,78275;56,70839;0,4216474;3,841276;0,8113912;0,5908272;1;0;16,51777;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;13;93,47608;-73,47414;11,03736;3,481066;-2,383661;69,90315;0,7094395;3,397971;0,6962131;0,5518682;1;0;12,13583;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;14;105,0202;-2440,067;13,31567;4,600636;-2,351779;83,50789;0,4540134;3,383926;0,9201273;0,6657835;1;0;23,85089;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;15;127,7882;88,44006;17,37569;3,990265;3,44668;33,08735;0,2994992;2,982702;0,798053;0,8687845;0,1155994;0;28,0412;1,414531;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;16;124,4087;3,798187;20;4,296352;23,92647;23,25203;0,2389806;2,928278;0,8592705;1;0,9620181;0;41,20423;17,92246;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;17;102,0139;-685,4991;10,91784;4,881602;-4,71866;77,58398;0,193358;2,097966;0,9763204;0,5458921;1;0;20,99795;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;18;108,8839;-365,8215;14,7855;4,572734;2,412538;75,01256;1;3,262774;0,9145468;0,7392751;1;0;27,32068;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;19;93,49242;-45056,66;10,03001;3,735066;53,37363;96,61285;0,7176152;3,041747;0,7470132;0,5015005;1;0;12,14633;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;20;90,98241;-4641143;8,206123;3,624442;83,85156;99,18116;0,6510895;2,866155;0,7248883;0,4103062;1;0;9,683167;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;21;107,7583;-34000,7;15,08647;4,419188;49,53391;95,74987;0,6231922;3,112345;0,8838377;0,7543234;1;0;26,47821;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;22;102,2693;-8743,755;16,4697;3,471411;4,36179;89,75772;0,8671352;2,981428;0,6942822;0,823485;1;0;20,8121;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;23;92,55814;-18888,7;8,810146;3,91131;-39,18215;89,4929;0,2031562;3,400528;0,782262;0,4405073;1;0;11,53676;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;24;97,86066;-10701,9;11,59767;4,13273;32,12682;90,69008;0,5072952;4,203086;0,8265461;0,5798837;1;0;16,65748;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;25;89,69404;-674,7861;5;4,013802;30,59569;76,83002;0,8998501;3,487284;0,8027603;0,25;1;0;8,211378;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;26;89,89079;-821,4871;7,205072;3,52541;38,06292;74,73734;0,8840033;4,177114;0,7050819;0,3602536;1;0;8,420515;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;27;110,0667;-670,5549;19,39782;3,557178;15,59645;77,52175;0,503947;2;0,7114357;0,9698912;1;0;28,86569;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;28;121,3433;-4487,535;19,58604;4,335115;49,28062;61,93774;0,4901426;4,901325;0,8670231;0,9793022;1;0;40,15114;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;29;128,8041;-2710,127;20;4,645346;45,68966;76,21881;0,8276232;4,170769;0,9290692;1;1;0;47,37707;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;30;93,57043;-79293,23;10,70793;3,557564;53,60583;100;0,8746453;4,316018;0,7115127;0,5353963;1;0;12,10741;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;31;116,23;-3536,13;17,23881;4,591517;-32,60073;77,70177;0,2536442;2,370641;0,9183034;0,8619407;1;0;35,18037;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;32;117,5826;-1401,572;17,18324;4,699758;-4,675455;80,85706;0,2527673;2,537274;0,9399515;0,8591622;1;0;36,53342;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;33;102,7413;-2769,767;13,19241;4,367249;-32,41669;20;0,6265768;2,908861;0,8734499;0,6596206;1;0;21,45893;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;34;111,5806;-99,94351;15,15019;4,742483;-16,41384;21,91705;0,5852703;2,901201;0,9484965;0,7575095;1;0;30,3262;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;35;121,0484;-880,5919;16,84198;5;-9,657574;78,61256;0,5564302;4,502919;1;0,842099;1;0;39,81318;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;36;90,27095;-30544,38;15,67617;1,550115;-44,11765;82,7851;0,7322492;4,270273;0,3100229;0,7838084;1;0;8,914352;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;37;113,7477;-736254,3;14,79667;5;-60;98,85913;0,6504639;4,74038;1;0,7398333;1;0;32,44891;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;38;115,1663;-286785,8;15,22101;5;-55,48304;90,68269;0,6677512;3,941357;1;0,7610508;1;0;33,8555;20,08554;0
0;2;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;39;91,64382;-57,74414;13,94194;2,353951;-9,52856;20;0,6613317;2,216241;0,4707902;0,6970969;1;0;10,33746;20,08554;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;0;151,3114;88,10529;19,38831;5;-4,643621;45,59996;0,6465492;4,278354;1;0,9694155;0,1189471;0;51,35852;1,428809;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;1;131,754;-14512,31;20;4,812976;-38,91696;86,44372;0,3256576;3,25503;0,9625953;1;1;0;50,66273;20,08554;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;2;129,6493;70,62565;16,96368;4,296376;0,1826372;60,48244;1;2,969748;0,8592752;0,8481838;0,2937435;0;30,41445;2,413868;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;3;128,8148;-2444,838;20;4,660618;-6,545999;83,49992;0,4188103;2;0,9321235;1;1;0;47,66737;20,08554;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;4;128,8041;-2710,127;20;4,645346;45,68966;76,21881;0,8276232;4,170769;0,9290692;1;1;0;47,37707;20,08554;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;5;129,6493;70,62565;16,96368;4,296376;0,1826372;60,48244;1;2,969748;0,8592752;0,8481838;0,2937435;0;30,41445;2,413868;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;6;129,6493;70,62565;16,96368;4,296376;0,1826372;60,48244;1;2,969748;0,8592752;0,8481838;0,2937435;0;30,41445;2,413868;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;7;91,60811;-2,771231E+07;7,670543;3,950088;92,84914;70,34992;0,4278861;4,610595;0,7900176;0,3835272;1;0;10,4551;20,08554;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;8;103,8228;-682897,9;11,18984;5;-60;79,89792;0,5014946;3,548152;1;0,5594922;1;0;22,62339;20,08554;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;9;91,47322;-438,9719;18,01772;1,353824;-7,007385;75,60933;0,2676466;3,485198;0,2707647;0,9008861;1;0;10,41557;20,08554;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;10;87,54286;-169950,5;9,437412;2,347866;-53,04246;75,34618;0,1088654;2;0,4695732;0,4718706;1;0;6,572456;20,08554;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;11;105,3311;-284,4872;17,1988;3,680958;16,41204;73,99754;0,1412913;3,913658;0,7361915;0,8599398;1;0;24,34345;20,08554;0
0;3;easyMode;7,162215;44,32138;1,537051;5,676373;5,969762;12;107,9737;-749,1612;15,20039;4,437284;-26,45382;29,95881;0,1596738;3,742205;0,8874567;0,7600192;1;0;26,97612;20,08554;0
